Title,Difficulty,Accuracy,Content,URL
Rat in a Maze Problem - I,MediumAccuracy:,35.75%Submissions:,"Consider a rat placed at position (0, 0) in an n x n square matrix mat. The rat's goal is to reach the destination at position (n-1, n-1). The rat can move in four possible directions: 'U'(up), 'D'(down), 'L' (left), 'R' (right). 0: A blocked cell through which the rat cannot travel. 1: A free cell that the rat can pass through. Note: In a path, no cell can be visited more than one time. If the source cell is 0, the rat cannot move to any other cell. In case of no path, return an empty list.+ Examples: Input: mat[][] = [[1, 0, 0, 0], [1, 1, 0, 1], [1, 1, 0, 0], [0, 1, 1, 1]]
Output: [""DDRDRR"", ""DRDDRR""]
Explanation: The rat can reach the destination at (3, 3) from (0, 0) by two paths - DRDDRR and DDRDRR, when printed in sorted order we get DDRDRR DRDDRR. Input: mat[][] = [[1, 0], [1, 0]]
Output: []
Explanation: No path exists and the destination cell is blocked. Input: mat = [[1, 1, 1], [1, 0, 1], [1, 1, 1]]
Output: [""DDRR"", ""RRDD""]
Explanation: The rat has two possible paths to reach the destination: 1. ""DDRR"" 2. ""RRDD"", These are returned in lexicographically sorted order. Constraints:
2 ≤ mat.size() ≤ 5
0 ≤ mat[i][j] ≤ 1",https://www.geeksforgeeks.org/problems/rat-in-a-maze-problem/1?page=4&sortBy=submissions
Diameter of a Binary Tree,MediumAccuracy:,47.37%Submissions:,"Given a binary tree, the diameter (also known as the width) is defined as the number of edges on the longest path between two leaf nodes in the tree. This path may or may not pass through the root. Your task is to find the diameter of the tree. Examples: Input: root[] = [1, 2, 3]

Output: 2
Explanation: The longest path has 2 edges (node 2 -> node 1 -> node 3). Input: root[] = [5, 8, 6, 3, 7, N, 9]
Output: 4 Explanation: The longest path has 4 edges (node 3 -> node 8 -> node 5 -> node 6 -> node 9). Constraints:
1 ≤ number of nodes ≤ 105
1 ≤ node->data ≤ 105",https://www.geeksforgeeks.org/problems/diameter-of-binary-tree/1?page=4&sortBy=submissions
Two Sum - Pair with Given Sum,EasyAccuracy:,30.61%Submissions:,"Given an array arr of positive integers and another number target. Determine whether two elements exist in arr whose sum is exactly target Examples: Input: arr[] = [1, 4, 45, 6, 10, 8], target =16
Output: true
Explanation: arr[3] + arr[4] = 6 + 10 = 16 Input: arr[] = [1, 2, 4, 3, 6], target = 11
Output: false
Explanation: None of the pair makes a sum of 11 Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n) Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/key-pair5616/1?page=4&sortBy=submissions
Remove Duplicates from a Sorted Linked List,EasyAccuracy:,49.37%Submissions:,"Note: Try not to use extra space. The nodes are arranged in a sorted way. Examples: Input:
LinkedList: 2->2->4->5
Output: 2 -> 4 -> 5
Explanation: In the given linked list 2 -> 2 -> 4 -> 5, only 2 occurs more than 1 time. So we need to remove it once. Input:
LinkedList: 2->2->2->2->2
Output: 2
Explanation: In the given linked list 2 -> 2 -> 2 -> 2, 2 is the only element and is repeated 5 times. So we need to remove any four 2. Expected Time Complexity : O(n)
Expected Space  Constraints:
1 <= Number of nodes, data of nodes <= 105 ",https://www.geeksforgeeks.org/problems/remove-duplicate-element-from-sorted-linked-list/1?page=4&sortBy=submissions
Longest Common Prefix of Strings,EasyAccuracy:,29.52%Submissions:,"Given an array of strings arr[]. Return the longest common prefix among each and every strings present in the array. Examples : Input: arr[] = [""geeksforgeeks"", ""geeks"", ""geek"", ""geezer""]
Output: ""gee""
Explanation: ""gee"" is the longest common prefix in all the given strings. Input: arr[] = [""hello"", ""world""]
Output: """"
Explanation: There's no common prefix in the given strings. Constraints:
1 ≤ |arr| ≤ 103
1 ≤ |arr[i]| ≤ 103",https://www.geeksforgeeks.org/problems/longest-common-prefix-in-an-array5129/1?page=4&sortBy=submissions
DFS of Graph,EasyAccuracy:,63.07%Submissions:,"Given a connected undirected graph represented by an adjacency list adj, which is a vector of vectors where each adj[i] represents the list of vertices connected to vertex i. Perform a Depth First Traversal (DFS) starting from vertex 0, visiting vertices from left to right as per the adjacency list, and return a list containing the DFS traversal of the graph. Examples: Input: adj = [[2,3,1], [0], [0,4], [0], [2]]

Output: [0, 2, 4, 3, 1]
Explanation: Starting from 0, the DFS traversal proceeds as follows:
Visit 0 → Output: 0
Visit 2 (the first neighbor of 0) → Output: 0, 2
Visit 4 (the first neighbor of 2) → Output: 0, 2, 4
Backtrack to 2, then backtrack to 0, and visit 3 → Output: 0, 2, 4, 3
Finally, backtrack to 0 and visit 1 → Final Output: 0, 2, 4, 3, 1 Input: adj = [[1, 2], [0, 2], [0, 1, 3, 4], [2], [2]]
Output: [0, 1, 2, 3, 4]
Explanation: Starting from 0, the DFS traversal proceeds as follows:
Visit 0 → Output: 0
Visit 1 (the first neighbor of 0) → Output: 0, 1
Visit 2 (the first neighbor of 1) → Output: 0, 1, 2
Visit 3 (the first neighbor of 2) → Output: 0, 1, 2, 3
Backtrack to 2 and visit 4 → Final Output: 0, 1, 2, 3, 4 Constraints:
1 ≤ adj.size() ≤ 104
1 ≤ adj[i][j] ≤ 104",https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1?page=4&sortBy=submissions
N meetings in one room,EasyAccuracy:,45.3%Submissions:,"You are given timings of n meetings in the form of (start[i], end[i]) where start[i] is the start time of meeting i and end[i] is the finish time of meeting i. Return the maximum number of meetings that can be accommodated in a single meeting room, when only one meeting can be held in the meeting room at a particular time.  Note: The start time of one chosen meeting can't be equal to the end time of the other chosen meeting. Examples : Input: start[] = [1, 3, 0, 5, 8, 5], end[] = [2, 4, 6, 7, 9, 9]
Output: 4
Explanation: Maximum four meetings can be held with given start and end timings. The meetings are - (1, 2), (3, 4), (5,7) and (8,9) Input: start[] = [10, 12, 20], end[] = [20, 25, 30]
Output: 1
Explanation: Only one meetings can be held with given start and end timings. Input: start[] = [1, 2], end[] = [100, 99]
Output: 1 Constraints:",https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1?page=4&sortBy=submissions
Intersection in Y Shaped Lists,MediumAccuracy:,44.67%Submissions:,"Input: Linked list 1: 4->4->4->4->4, Linked list 2: 4->4->4
Output: 4
Explanation: From the above image, it is clearly seen that the common part is 4->4 whose starting point is 4. Input: Linked list 1: 4->1->8->4->5, Linked List 2: 5->6->1->8->4->5

Output: 8
Explanation: From the above image, it is clearly seen that the common part is 8->4->5 whose starting point is 8. Input: Linked list 1: 1->2->3, Linked list 2: 4->5->6
Output: -1
Explanation: There is no common part, so there is no interaction point.",https://www.geeksforgeeks.org/problems/intersection-point-in-y-shapped-linked-lists/1?page=4&sortBy=submissions
Sorted Array Search,BasicAccuracy:,48.03%Submissions:,"Given an array, arr[] sorted in ascending order and an integer k. Return true if k is present in the array, otherwise, false. Examples: Input: arr[] = [1, 2, 3, 4, 6], k = 6
Output: true
Exlpanation: Since, 6 is present in the array at index 4 (0-based indexing), output is true. Input: arr[] = [1, 2, 4, 5, 6], k = 3
Output: false
Exlpanation: Since, 3 is not present in the array, output is false. Input: arr[] = [2, 3, 5, 6], k = 1
Output: false Constraints:
1 <= arr.size() <= 106
1 <= k <= 106
1 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/who-will-win-1587115621/1?page=4&sortBy=submissions
Height of Binary Tree,EasyAccuracy:,78.58%Submissions:,"Examples: Input: root[] = [2, N, 1, 3 N]
 2
 \
 1
 /
 3
Output: 2
Explanation: The longest path from the root (node 2) goes through node 1 to node 3, which has 2 edges. Input: root[] = [1, 2, 3]
 1
 / \
 2 3
Output: 1
Explanation: The longest path from the root (node 1) to a leaf is either through node 2 or node 3, both with 1 edge. Input: root[] = [1]
 1
Output: 0
Explanation: The tree consists of only one node (node 1) and has no edges, so the height is 0. Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 105",https://www.geeksforgeeks.org/problems/height-of-binary-tree/1?page=5&sortBy=submissions
Add Number Linked Lists,MediumAccuracy:,34.52%Submissions:,"Given two numbers, num1, and num2, represented by linked lists. The task is to return the head of the linked list representing the sum of these two numbers. For example, the number 190 will be represented by the linked list, 1->9->0->null, similarly 25 by 2->5->null. Sum of these two numbers is 190 + 25 = 215, which will be represented by 2->1->5->null. You are required to return the head of the linked list 2->1->5->null. Note: There can be leading zeros in the input lists, but there should not be any leading zeros in the output list. Examples: Input: num1 = 45 (4->5->null), num2 = 345 (3->4->5->null)
Output: 3->9->0->null 
Explanation:
For the given two linked list (4 5) and (3 4 5), after adding the two linked list resultant linked list will be (3 9 0). Input: num1 = 0063 (0->0->6->3->null), num2 = 07 (0->7->null)
Output: 7->0->null
Explanation:
For the given two linked list (0 0 6 3) and (0 7), after adding the two linked list resultant linked list will be (7 0). Expected Time Complexity: O(n+m)
Expected Space Complexity: O(max(n,m)) for the resultant list. Constraints:",https://www.geeksforgeeks.org/problems/add-two-numbers-represented-by-linked-lists/1?page=5&sortBy=submissions
Fractional Knapsack,MediumAccuracy:,32.46%Submissions:,"Given two arrays, val[] and wt[], representing the values and weights of items, and an integer capacity representing the maximum weight a knapsack can hold, determine the maximum total value that can be achieved by putting items in the knapsack. You are allowed to break items into fractions if necessary. Examples : Input: val[] = [60, 100, 120], wt[] = [10, 20, 30], capacity = 50
Output: 240.000000
Explanation: Take the item with value 60 and weight 10, value 100 and weight 20 and split the third item with value 120 and weight 30, to fit it into weight 20. so it becomes (120/30)*20=80, so the total value becomes 60+100+80.0=240.0 Thus, total maximum value of item we can have is 240.00 from the given capacity of sack. Input: val[] = [60, 100], wt[] = [10, 20], capacity = 50
Output: 160.000000
Explanation: Take both the items completely, without breaking. Total maximum value of item we can have is 160.00 from the given capacity of sack. Input: val[] = [10, 20, 30], wt[] = [5, 10, 15], capacity = 100
Output: 60.000000
Explanation: In this case, the knapsack capacity exceeds the combined weight of all items (5 + 10 + 15 = 30). Therefore, we can take all items completely, yielding a total maximum value of 10 + 20 + 30 = 60.000000. Constraints:
1 <= val.size=wt.size <= 105
1 <= capacity <= 109
1 <= val[i], wt[i] <= 104",https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1?page=5&sortBy=submissions
The Celebrity Problem,MediumAccuracy:,38.33%Submissions:,"A celebrity is a person who is known to all but does not know anyone at a party. A party is being organized by some people.  A square matrix mat (n*n) is used to represent people at the party such that if an element of row i and column j is set to 1 it means ith person knows jth person. You need to return the index of the celebrity in the party, if the celebrity does not exist, return -1. Note: Follow 0-based indexing. Examples: Input: mat[][] = [[0 1 0], [0 0 0], [0 1 0]]
Output: 1
Explanation: 0th and 2nd person both know 1. Therefore, 1 is the celebrity. Input: mat[][] = [[0 1], [1 0]]
Output: -1
Explanation: The two people at the party both know each other. None of them is a celebrity. Input: mat[][] = [[0]]
Output: 0 Constraints:
1 <= mat.size()<= 3000
0 <= mat[i][j]<= 1",https://www.geeksforgeeks.org/problems/the-celebrity-problem/1?page=5&sortBy=submissions
Longest Common Subsequence,MediumAccuracy:,41.68%Submissions:,"Examples: Input: s1 = ""ABCDGH"", s2 = ""AEDFHR""
Output: 3
Explanation: The longest common subsequence of ""ABCDGH"" and ""AEDFHR"" is ""ADH"", which has a length of 3. Input: s1 = ""ABC"", s2 = ""AC""
Output: 2
Explanation: The longest common subsequence of ""ABC"" and ""AC"" is ""AC"", which has a length of 2. Input: s1 = ""XYZW"", s2 = ""XYWZ""
Output: 3
Explanation: The longest common subsequences of ""XYZW"" and ""XYWZ"" are ""XYZ"" and ""XYW"", both of length 3. Constraints:
1<= s1.size(), s2.size() <=103
Both strings s1 and s2 contain only uppercase English letters.",https://www.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1?page=5&sortBy=submissions
Rotate Array by One,BasicAccuracy:,69.6%Submissions:,"Given an array arr, rotate the array by one position in clock-wise direction. Examples: Input: arr = [1, 2, 3, 4, 5]
Output: [5, 1, 2, 3, 4]
Explanation: If we rotate arr by one position in clockwise 5 come to the front and remaining those are shifted to the end. Input: arr = [9, 8, 7, 6, 4, 2, 1, 3]
Output: [3, 9, 8, 7, 6, 4, 2, 1]
Explanation: After rotating clock-wise 3 comes in first position. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
1<=arr.size()<=105
0<=arr[i]<=105",https://www.geeksforgeeks.org/problems/cyclically-rotate-an-array-by-one2614/1?page=5&sortBy=submissions
Spirally traversing a matrix,MediumAccuracy:,35.2%Submissions:,"You are given a rectangular matrix, and your task is to return an array while traversing the matrix in spiral form. Examples: Input: mat[][] = [[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15,16]]
Output: [1, 2, 3, 4, 8, 12, 16, 15, 14, 13, 9, 5, 6, 7, 11, 10]
Explanation: Input: mat[][] = [[1, 2, 3, 4, 5, 6], [7, 8, 9, 10, 11, 12], [13, 14, 15, 16, 17, 18]]
Output: [1, 2, 3, 4, 5, 6, 12, 18, 17, 16, 15, 14, 13, 7, 8, 9, 10, 11]
Explanation: Applying same technique as shown above. Input: mat[][] = [[32, 44, 27, 23], [54, 28, 50, 62]]
Output: [32, 44, 27, 23, 62, 50, 28, 54]
Explanation: Applying same technique as shown above, output will be 32 44 27 23 62 50 28 54. Constraints:
1 <= mat.size(), mat[0].size() <= 1000
0 <= mat[i][j]<= 100",https://www.geeksforgeeks.org/problems/spirally-traversing-a-matrix-1587115621/1?page=5&sortBy=submissions
K-th element of two Arrays,MediumAccuracy:,37.4%Submissions:,"Given two sorted arrays arr1 and arr2 and an element k. The task is to find the element that would be at the kth position of the combined sorted array. Examples : Input: k = 5, arr1[] = [2, 3, 6, 7, 9], arr2[] = [1, 4, 8, 10]
Output: 6
Explanation: The final combined sorted array would be - 1, 2, 3, 4, 6, 7, 8, 9, 10. The 5th element of this array is 6. Input: k = 7, arr1[] = [100, 112, 256, 349, 770], arr2[] = [72, 86, 113, 119, 265, 445, 892]
Output: 256
Explanation: Combined sorted array is - 72, 86, 100, 112, 113, 119, 256, 265, 349, 445, 770, 892. 7th element of this array is 256. Constraints:
1 <= k<= arr1.size()+arr2.size()
1 <= arr1.size(), arr2.size() <= 106
0 <= arr1[i], arr2[i] < 108",https://www.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1?page=5&sortBy=submissions
Subset Sum Problem,MediumAccuracy:,32.0%Submissions:,"Given an array of positive integers, arr[] and a value, target, determine if there is a subset of the given set with sum equal to given target.  Examples: Input: arr[] = [3, 34, 4, 12, 5, 2], target = 9
Output: true 
Explanation: Here there exists a subset with target sum = 9, 4+3+2 = 9. Input: arr[] = [3, 34, 4, 12, 5, 2, target = 30
Output: false
Explanation: There is no subset with target sum 30. Input: arr[] = [1, 2, 3], sum = 6
Output: true
Explanation: The entire array can be taken as a subset, giving 1 + 2 + 3 = 6. Constraints:
1 <= arr.size() <= 200",https://www.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1?page=5&sortBy=submissions
Max Value Permutation,EasyAccuracy:,18.93%Submissions:,"Given an array, arr of integers. Your task is to write a program to find the maximum value of ∑arr[i]*i, where i = 0, 1, 2,., n-1. You are allowed to rearrange the elements of the array.
Note: Since the output could be large, print the answer modulo 109+7. Given an array, arr of integers. Your task is to write a program to find the maximum value of ∑arr[i]*i, where i = 0, 1, 2,., n-1. You are allowed to rearrange the elements of the array.
Note: Since the output could be large, print the answer modulo 109+7. Examples: Input: arr[] = [5, 3, 2, 4, 1]
Output: 40
Explanation: If we arrange the array as [1, 2, 3, 4, 5] then we can see that the minimum index will multiply with minimum number and maximum index will multiply with maximum number. So, 1*0 + 2*1 + 3*2 + 4*3 + 5*4 = 0+2+6+12+20 = 40 mod(109+7) = 40 Input: arr[] = [1, 2, 3]
Output: 8
Explanation: If we arrange the array as [1, 2, 3], then the minimum index will multiply with the minimum number and the maximum index will multiply with the maximum number: 1*0 + 2*1 + 3*2 = 0 + 2 + 6 = 8 mod(109+7) = 8. Input: arr[] = [7, 7, 7, 7]
Output: 42
Explanation: Sorted or unsorted, each element is 7. The sum becomes: 7 ∗ 0 + 7 ∗ 1 + 7 ∗ 2 + 7 ∗ 3 = 0 + 7 + 14 + 21 = 42 Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105 Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/maximize-arrii-of-an-array0026/1?page=5&sortBy=submissions
Subarray with 0 sum,MediumAccuracy:,39.79%Submissions:,"Given an array of integers, arr[]. Find if there is a subarray (of size at least one) with 0 sum. Return true/false depending upon whether there is a subarray present with 0-sum or not.  Examples: Input: arr[] = [4, 2, -3, 1, 6]
Output: true
Explanation: 2, -3, 1 is the subarray with a sum of 0. Input: arr = [4, 2, 0, 1, 6]
Output: true
Explanation: 0 is one of the element in the array so there exist a subarray with sum 0. Input: arr = [1, 2, -1]
Output: false Constraints:
1 <= arr.size <= 104
-105 <= arr[i] <= 105",https://www.geeksforgeeks.org/problems/subarray-with-0-sum-1587115621/1?page=5&sortBy=submissions
Validate an IP Address,MediumAccuracy:,11.22%Submissions:,"You are given a string s in the form of an IPv4 Address. Your task is to validate an IPv4 Address, if it is valid return true otherwise return false. IPv4 addresses are canonically represented in dot-decimal notation, which consists of four decimal numbers, each ranging from 0 to 255, separated by dots, e.g., ""172.16.254.1"" A valid IPv4 Address is of the form x1.x2.x3.x4 where 0 <= (x1, x2, x3, x4) <= 255. Thus, we can write the generalized form of an IPv4 address as (0-255).(0-255).(0-255).(0-255) Note: Here we are considering numbers only from 0 to 255 and any additional leading zeroes will be considered invalid. Examples : Input: s = ""222.111.111.111""
Output: true
Explanation: Here, the IPv4 address is as per the criteria mentioned and also all four decimal numbers lies in the mentioned range. Input: s = ""5555..555""
Output: false
Explanation: ""5555..555"" is not a valid. IPv4 address, as the middle two portions are missing. Input: s = ""0.0.0.255""
Output: false Constraints:
1<= |s| <=15",https://www.geeksforgeeks.org/problems/validate-an-ip-address-1587115621/1?page=5&sortBy=submissions
Square Root,EasyAccuracy:,54.03%Submissions:,"Given an integer n, find the square root of n. If n is not a perfect square, then return the floor value. Examples: Input: n = 5
Output: 2
Explanation: Since, 5 is not a perfect square, floor of square_root of 5 is 2. Input: n = 4
Output: 2
Explanation: Since, 4 is a perfect square, so its square root is 2. Input: n = 1
Output: 1 Constraints:",https://www.geeksforgeeks.org/problems/square-root/1?page=5&sortBy=submissions
Linked List Insertion At End,BasicAccuracy:,43.96%Submissions:,"Examples : Input: LinkedList: 1->2->3->4->5 , x = 6
Output: 1->2->3->4->5->6
Explanation:

We can see that 6 is inserted at the end of the linkedlist. Input: LinkedList: 5->4 , x = 1 Output: 5->4->1
Explanation:

We can see that 1 is inserted at the end of the linkedlist. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
0 <= number of nodes <= 105
1 <= node->data , x <= 103",https://www.geeksforgeeks.org/problems/linked-list-insertion-1587115620/1?page=5&sortBy=submissions
Stock buy and sell,MediumAccuracy:,29.18%Submissions:,"The cost of stock on each day is given in an array A[] of size N. Find all the segments of days on which you buy and sell the stock such that the sum of difference between sell and buy prices is maximized. Each segment consists of indexes of two elements, first is index of day on which you buy stock and second is index of day on which you sell stock. Note: the driver code will print 1 if your answer is correct, otherwise, it will return 0. In case there's no profit the driver code will print the string ""No Profit"" for a correct solution.

Example 1: Input:
N = 7
A[] = {100,180,260,310,40,535,695}
Output:
1
Explanation:
One possible solution is (0 3) (4 6)
We can buy stock on day 0,
and sell it on 3rd day, which will 
give us maximum profit. Now, we buy 
stock on day 4 and sell it on day 6. Example 2: Input:
N = 5
A[] = {4,2,2,2,4}
Output:
1
Explanation:
There are multiple possible solutions.
one of them is (3 4)
We can buy stock on day 3,
and sell it on 4th day, which will 
give us maximum profit. Your Task:
The task is to complete the function stockBuySell() which takes an array of A[] and N as input parameters and finds the days of buying and selling stock. The function must return a 2D list of integers containing all the buy-sell pairs i.e. the first value of the pair will represent the day on which you buy the stock and the second value represent the day on which you sell that stock. If there is No Profit, return an empty list. Expected Time Complexity: O(N)
Expected Auxiliary Space: O(N) Constraints:
2 ≤ N ≤ 106
0 ≤ A[i] ≤ 106",https://www.geeksforgeeks.org/problems/stock-buy-and-sell-1587115621/1?page=5&sortBy=submissions
Permutations of a String,MediumAccuracy:,34.65%Submissions:,"Given a string s. The task is to return a vector of string of all unique permutations of the given string, s that may contain duplicates in lexicographically sorted order.  Examples: Input: ""ABC""
Output: [""ABC"", ""ACB"", ""BAC"", ""BCA"", ""CAB"", ""CBA""]
Explanation: Given string ABC has permutations in 6 forms as ""ABC"", ""ACB"", ""BAC"", ""BCA"", ""CAB"" and ""CBA"". Input: ""ABSG""
Output: [""ABGS"", ""ABSG"", ""AGBS"", ""AGSB"", ""ASBG"", ""ASGB"", ""BAGS"", ""BASG"", ""BGAS"", ""BGSA"", ""BSAG"", ""BSGA"", ""GABS"", ""GASB"", ""GBAS"", ""GBSA"", ""GSAB"", ""GSBA"", ""SABG"", ""SAGB"", ""SBAG"", ""SBGA"", ""SGAB"", ""SGBA""]
Explanation: Given string ABSG has 24 permutations. Input: ""AAA""
Output: [""AAA""] Constraints:
1 <= s.size() <= 5",https://www.geeksforgeeks.org/problems/permutations-of-a-given-string2041/1?page=5&sortBy=submissions
Bottom View of Binary Tree,MediumAccuracy:,54.18%Submissions:,"Given a binary tree, return an array where elements represent the bottom view of the binary tree from left to right. Note: If there are multiple bottom-most nodes for a horizontal distance from the root, then the latter one in the level traversal is considered. For example, in the below diagram, 3 and 4 are both the bottommost nodes at a horizontal distance of 0, here 4 will be considered. For the above tree, the output should be 5 10 4 14 25. Examples : Input:
 1
  / \
  3 2
Output: 3 1 2
Explanation: First case represents a tree with 3 nodes and 2 edges where root is 1, left child of 1 is 3 and right child of 1 is 2.

Thus bottom view of the binary tree will be 3 1 2. Input:
 10
  / \
  20 30
  / \
  40 60
Output: 40 20 60 30 Input:
 1
  / 
  2
Output: 2 1 Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 105",https://www.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1?page=5&sortBy=submissions
Identical Trees,EasyAccuracy:,50.01%Submissions:,"Given two binary trees with their root nodes r1 and r2, return true if both of them are identical, otherwise, false. Examples: Input:
 1 1
  / \ / \
  2 3 2 3
Output: true
Explanation:
There are two trees both having 3 nodes and 2 edges, both trees are identical having the root as 1, left child of 1 is 2 and right child of 1 is 3. Input:
 1 1
  / \ / \
  2 3 3 2
Output: false
Explanation: There are two trees both having 3 nodes and 2 edges, but both trees are not identical. Input:
 1 1
  / \
  2 2
Output: false
Explanation: Although both trees have the same node values (1 and 2), they are arranged differently, making the trees non-identical. Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 109",https://www.geeksforgeeks.org/problems/determine-if-two-trees-are-identical/1?page=5&sortBy=submissions
Coin Change (Count Ways),MediumAccuracy:,43.1%Submissions:,"Given an integer array coins[ ] representing different denominations of currency and an integer sum, find the number of ways you can make sum by using different combinations from coins[ ]. 
Note: Assume that you have an infinite supply of each type of coin. And you can use any coin as many times as you want.
Answers are guaranteed to fit into a 32-bit integer.  Examples: Input: coins[] = [1, 2, 3], sum = 4
Output: 4
Explanation: Four Possible ways are: [1, 1, 1, 1], [1, 1, 2], [2, 2], [1, 3]. Input: coins[] = [2, 5, 3, 6], sum = 10
Output: 5
Explanation: Five Possible ways are: [2, 2, 2, 2, 2], [2, 2, 3, 3], [2, 2, 6], [2, 3, 5] and [5, 5]. Input: coins[] = [5, 10], sum = 3
Output: 0
Explanation: Since all coin denominations are greater than sum, no combination can make the target sum. Constraints:
1 <= sum <= 1e4
1 <= coins[i] <= 1e4
1 <= coins.size() <= 1e3",https://www.geeksforgeeks.org/problems/coin-change2448/1?page=5&sortBy=submissions
First and Last Occurrences,MediumAccuracy:,37.36%Submissions:,"Given a sorted array arr with possibly some duplicates, the task is to find the first and last occurrences of an element x in the given array.
Note: If the number x is not found in the array then return both the indices as -1. Examples: Input: arr[] = [1, 3, 5, 5, 5, 5, 67, 123, 125], x = 5
Output: [2, 5]
Explanation: First occurrence of 5 is at index 2 and last occurrence of 5 is at index 5 Input: arr[] = [1, 3, 5, 5, 5, 5, 7, 123, 125], x = 7
Output: [6, 6]
Explanation: First and last occurrence of 7 is at index 6 Input: arr[] = [1, 2, 3], x = 4
Output: [-1, -1]
Explanation: No occurrence of 4 in the array, so, output is [-1, -1] Constraints:
1 ≤ arr.size() ≤ 106
1 ≤ arr[i], x ≤ 109",https://www.geeksforgeeks.org/problems/first-and-last-occurrences-of-x3116/1?page=5&sortBy=submissions
First Repeating Element,EasyAccuracy:,32.57%Submissions:,"Given an array arr[], find the first repeating element. The element should occur more than once and the index of its first occurrence should be the smallest. Note:- The position you return should be according to 1-based indexing.  Input: arr[] = [1, 5, 3, 4, 3, 5, 6]
Output: 2
Explanation: 5 appears twice and its first appearance is at index 2 which is less than 3 whose first the occurring index is 3. Input: arr[] = [1, 2, 3, 4]
Output: -1
Explanation: All elements appear only once so answer is -1. Constraints:
1 <= arr.size <= 106
0 <= arr[i]<= 106",https://www.geeksforgeeks.org/problems/first-repeating-element4018/1?page=6&sortBy=submissions
Find Transition Point,EasyAccuracy:,37.9%Submissions:,"Given a sorted array, arr[] containing only 0s and 1s, find the transition point, i.e., the first index where 1 was observed, and before that, only 0 was observed.  If arr does not have any 1, return -1. If array does not have any 0, return 0. If arr does not have any Examples: Input: arr[] = [0, 0, 0, 1, 1]
Output: 3
Explanation: index 3 is the transition point where 1 begins. Input: arr[] = [0, 0, 0, 0]
Output: -1
Explanation: Since, there is no ""1"", the answer is -1. Input: arr[] = [1, 1, 1]
Output: 0
Explanation: There are no 0s in the array, so the transition point is 0, indicating that the first index (which contains 1) is also the first position of the array. Input: arr[] = [0, 1, 1]
Output: 1
Explanation: Index 1 is the transition point where 1 starts, and before it, only 0 was observed. Constraints:
1 ≤ arr.size() ≤ 105
0 ≤ arr[i] ≤ 1",https://www.geeksforgeeks.org/problems/find-transition-point-1587115620/1?page=6&sortBy=submissions
Add 1 to a Linked List Number,MediumAccuracy:,31.91%Submissions:,"You are given a linked list where each element in the list is a node and have an integer data. You need to add 1 to the number formed by concatinating all the list node numbers together and return the head of the modified linked list.  Note: The head represents the first element of the given array. Examples : Input: LinkedList: 4->5->6
Output: 457

Explanation: 4->5->6 represents 456 and when 1 is added it becomes 457. Input: LinkedList: 1->2->3
Output: 124

Explanation: 1->2->3 represents 123 and when 1 is added it becomes 124. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) Constraints:
1 <= len(list) <= 105
0 <= list[i] <= 9",https://www.geeksforgeeks.org/problems/add-1-to-a-number-represented-as-linked-list/1?page=6&sortBy=submissions
Job Sequencing Problem,MediumAccuracy:,34.51%Submissions:,"Given an array, jobs[] where each job[i] has a jobid, deadline and profit associated with it. Each job takes 1 unit of time to complete and only one job can be scheduled at a time. We earn the profit associated with a job if and only if the job is completed by its deadline. Find the number of jobs done and the maximum profit. Note: jobs will be given in the form (jobid, deadline, profit) associated with that job. Deadline of the job is the time on or before which job needs to be completed to earn the profit. Examples : Input: jobs[] = [(1,4,20), (2,1,1), (3,1,40), (4,1,30)]
Output: [2, 60]
Explanation: job1 and job3 can be done with maximum profit of 60 (20+40). Input: jobs[] = [(1,2,100), (2,1,19), (3,2,27), (4,1,25), (5,1,15)]
Output: [2, 127]
Explanation: 2 jobs can be done with maximum profit of 127 (100+27). Input: jobs[] = [(1,3,50), (2,1,10), (3,2,20), (4,2,30)]
Output: [2, 80]
Explanation: Job 1 and Job 4 can be completed with a maximum profit of 80 (50 + 30). Constraints:
1 <=  jobs.size <= 105
1 <= deadline, jobid <= jobs.size
1 <= profit <= 500",https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1?page=6&sortBy=submissions
