Title,Difficulty,Accuracy,Content,URL
Longest Palindrome Substring,Medium,23.2,"Given a string s, your task is to find the longest palindromic substring within s. A substring is a contiguous sequence of characters within a string, defined as s[i...j] where 0 ≤ i ≤ j < len(s). A palindrome is a string that reads the same forward and backward. More formally, s is a palindrome if reverse(s) == s. Note: If there are multiple palindromes with the same length, return the first occurrence of the longest palindromic substring from left to right. Examples : Input: s = ""aaaabbaa""
<br/> Output: ""aabbaa""
<br/> Explanation: The longest palindromic substring is ""aabbaa"". Input: s = ""abc""
<br/> Output: ""a""
<br/> Explanation: ""a"", ""b"", and ""c"" are all palindromes of the same length, but ""a"" appears first. Input: s = ""abacdfgdcaba""
<br/> Output: ""aba""
<br/> Explanation: The longest palindromic substring is ""aba"", which occurs twice. The first occurrence is returned. <br/> Constraints:
1 ≤ s.size() ≤ 103
The string s consists of only lowercase English letters ('a' to 'z').",https://www.geeksforgeeks.org/problems/longest-palindrome-in-a-string3411/1?page=4&sortBy=submissions
Triplet Sum in Array,Medium,35,"Given an array arr[] and an integer target, determine if there exists a triplet in the array whose sum equals the given target. Examples Input: arr[] = [1, 4, 45, 6, 10, 8], target = 13
<br/> Output: true
<br/> Explanation: The triplet {1, 4, 8} sums up to 13 Input: arr[] = [1, 2, 4, 3, 6, 7], target = 10
<br/> Output: true
<br/> Explanation: The triplets {1, 3, 6} and {1, 2, 7} both sum to 10. Input: arr[] = [40, 20, 10, 3, 6, 7], target = 24
<br/> Output: false
<br/> Explanation: No triplet in the array sums to 24 <br/> Constraints:
3 ≤ arr.size() ≤ 103
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/triplet-sum-in-array-1587115621/1?page=4&sortBy=submissions
Min and Max in Array,Basic,68.55,"Given an array arr. Your task is to find the minimum and maximum elements in the array. Note: Return an array that contains two elements the first one will be a minimum element and the second will be a maximum of an array. <br/> Examples <br/>: Input: arr = [3, 2, 1, 56, 10000, 167]
<br/> Output: 1 10000
<br/> Explanation: minimum and maximum elements of array are 1 and 10000. Input: arr = [1, 345, 234, 21, 56789]
<br/> Output: 1 56789
<br/> Explanation: minimum and maximum element of array are 1 and 56789. Input: arr = [56789]
<br/> Output: 56789 56789 <br/> Explanation: Since the array contains only one element so both min & max are same. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1 <= arr.size() <= 105
1 <= arr[i] <=1012",https://www.geeksforgeeks.org/problems/find-minimum-and-maximum-element-in-an-array4428/1?page=4&sortBy=submissions
Rat in a Maze Problem - I,Medium,35.75,"Consider a rat placed at position (0, 0) in an n x n square matrix mat. The rat's goal is to reach the destination at position (n-1, n-1). The rat can move in four possible directions: 'U'(up), 'D'(down), 'L' (left), 'R' (right). 0: A blocked cell through which the rat cannot travel. 1: A free cell that the rat can pass through. Note: In a path, no cell can be visited more than one time. If the source cell is 0, the rat cannot move to any other cell. In case of no path, return an empty list.+ <br/> Examples <br/>: Input: mat[][] = [[1, 0, 0, 0], [1, 1, 0, 1], [1, 1, 0, 0], [0, 1, 1, 1]]
<br/> Output: [""DDRDRR"", ""DRDDRR""]
<br/> Explanation: The rat can reach the destination at (3, 3) from (0, 0) by two paths - DRDDRR and DDRDRR, when printed in sorted order we get DDRDRR DRDDRR. Input: mat[][] = [[1, 0], [1, 0]]
<br/> Output: []
<br/> Explanation: No path exists and the destination cell is blocked. Input: mat = [[1, 1, 1], [1, 0, 1], [1, 1, 1]]
<br/> Output: [""DDRR"", ""RRDD""]
<br/> Explanation: The rat has two possible paths to reach the destination: 1. ""DDRR"" 2. ""RRDD"", These are returned in lexicographically sorted order. <br/> Constraints:
2 ≤ mat.size() ≤ 5
0 ≤ mat[i][j] ≤ 1",https://www.geeksforgeeks.org/problems/rat-in-a-maze-problem/1?page=4&sortBy=submissions
Diameter of a Binary Tree,Medium,47.37,"Given a binary tree, the diameter (also known as the width) is defined as the number of edges on the longest path between two leaf nodes in the tree. This path may or may not pass through the root. Your task is to find the diameter of the tree. <br/> Examples <br/>: Input: root[] = [1, 2, 3]

<br/> Output: 2
<br/> Explanation: The longest path has 2 edges (node 2 -> node 1 -> node 3). Input: root[] = [5, 8, 6, 3, 7, N, 9]
<br/> Output: 4 <br/> Explanation: The longest path has 4 edges (node 3 -> node 8 -> node 5 -> node 6 -> node 9). <br/> Constraints:
1 ≤ number of nodes ≤ 105
1 ≤ node->data ≤ 105",https://www.geeksforgeeks.org/problems/diameter-of-binary-tree/1?page=4&sortBy=submissions
Two Sum - Pair with Given Sum,Easy,30.61,"Given an array arr of positive integers and another number target. Determine whether two elements exist in arr whose sum is exactly target <br/> Examples <br/>: Input: arr[] = [1, 4, 45, 6, 10, 8], target =16
<br/> Output: true
<br/> Explanation: arr[3] + arr[4] = 6 + 10 = 16 Input: arr[] = [1, 2, 4, 3, 6], target = 11
<br/> Output: false
<br/> Explanation: None of the pair makes a sum of 11 Expected Time Complexity: O(n)
Expected Auxiliary Space: O(n) <br/> Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/key-pair5616/1?page=4&sortBy=submissions
Remove Duplicates from a Sorted Linked List,Easy,49.37,"Note: Try not to use extra space. The nodes are arranged in a sorted way. <br/> Examples <br/>: Input:
LinkedList: 2->2->4->5
<br/> Output: 2 -> 4 -> 5
<br/> Explanation: In the given linked list 2 -> 2 -> 4 -> 5, only 2 occurs more than 1 time. So we need to remove it once. Input:
LinkedList: 2->2->2->2->2
<br/> Output: 2
<br/> Explanation: In the given linked list 2 -> 2 -> 2 -> 2, 2 is the only element and is repeated 5 times. So we need to remove any four 2. Expected Time Complexity : O(n)
Expected Space  <br/> Constraints:
1 <= Number of nodes, data of nodes <= 105 ",https://www.geeksforgeeks.org/problems/remove-duplicate-element-from-sorted-linked-list/1?page=4&sortBy=submissions
Longest Common Prefix of Strings,Easy,29.52,"Given an array of strings arr[]. Return the longest common prefix among each and every strings present in the array. Examples : Input: arr[] = [""geeksforgeeks"", ""geeks"", ""geek"", ""geezer""]
<br/> Output: ""gee""
<br/> Explanation: ""gee"" is the longest common prefix in all the given strings. Input: arr[] = [""hello"", ""world""]
<br/> Output: """"
<br/> Explanation: There's no common prefix in the given strings. <br/> Constraints:
1 ≤ |arr| ≤ 103
1 ≤ |arr[i]| ≤ 103",https://www.geeksforgeeks.org/problems/longest-common-prefix-in-an-array5129/1?page=4&sortBy=submissions
DFS of Graph,Easy,63.07,"Given a connected undirected graph represented by an adjacency list adj, which is a vector of vectors where each adj[i] represents the list of vertices connected to vertex i. Perform a Depth First Traversal (DFS) starting from vertex 0, visiting vertices from left to right as per the adjacency list, and return a list containing the DFS traversal of the graph. <br/> Examples <br/>: Input: adj = [[2,3,1], [0], [0,4], [0], [2]]

<br/> Output: [0, 2, 4, 3, 1]
<br/> Explanation: Starting from 0, the DFS traversal proceeds as follows:
Visit 0 → <br/> Output: 0
Visit 2 (the first neighbor of 0) → <br/> Output: 0, 2
Visit 4 (the first neighbor of 2) → <br/> Output: 0, 2, 4
Backtrack to 2, then backtrack to 0, and visit 3 → <br/> Output: 0, 2, 4, 3
Finally, backtrack to 0 and visit 1 → Final <br/> Output: 0, 2, 4, 3, 1 Input: adj = [[1, 2], [0, 2], [0, 1, 3, 4], [2], [2]]
<br/> Output: [0, 1, 2, 3, 4]
<br/> Explanation: Starting from 0, the DFS traversal proceeds as follows:
Visit 0 → <br/> Output: 0
Visit 1 (the first neighbor of 0) → <br/> Output: 0, 1
Visit 2 (the first neighbor of 1) → <br/> Output: 0, 1, 2
Visit 3 (the first neighbor of 2) → <br/> Output: 0, 1, 2, 3
Backtrack to 2 and visit 4 → Final <br/> Output: 0, 1, 2, 3, 4 <br/> Constraints:
1 ≤ adj.size() ≤ 104
1 ≤ adj[i][j] ≤ 104",https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1?page=4&sortBy=submissions
N meetings in one room,Easy,45.3,"You are given timings of n meetings in the form of (start[i], end[i]) where start[i] is the start time of meeting i and end[i] is the finish time of meeting i. Return the maximum number of meetings that can be accommodated in a single meeting room, when only one meeting can be held in the meeting room at a particular time.  Note: The start time of one chosen meeting can't be equal to the end time of the other chosen meeting. Examples : Input: start[] = [1, 3, 0, 5, 8, 5], end[] = [2, 4, 6, 7, 9, 9]
<br/> Output: 4
<br/> Explanation: Maximum four meetings can be held with given start and end timings. The meetings are - (1, 2), (3, 4), (5,7) and (8,9) Input: start[] = [10, 12, 20], end[] = [20, 25, 30]
<br/> Output: 1
<br/> Explanation: Only one meetings can be held with given start and end timings. Input: start[] = [1, 2], end[] = [100, 99]
<br/> Output: 1 <br/> Constraints:",https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1?page=4&sortBy=submissions
Intersection in Y Shaped Lists,Medium,44.67,"Input: Linked list 1: 4->4->4->4->4, Linked list 2: 4->4->4
<br/> Output: 4
<br/> Explanation: From the above image, it is clearly seen that the common part is 4->4 whose starting point is 4. Input: Linked list 1: 4->1->8->4->5, Linked List 2: 5->6->1->8->4->5

<br/> Output: 8
<br/> Explanation: From the above image, it is clearly seen that the common part is 8->4->5 whose starting point is 8. Input: Linked list 1: 1->2->3, Linked list 2: 4->5->6
<br/> Output: -1
<br/> Explanation: There is no common part, so there is no interaction point.",https://www.geeksforgeeks.org/problems/intersection-point-in-y-shapped-linked-lists/1?page=4&sortBy=submissions
Sorted Array Search,Basic,48.03,"Given an array, arr[] sorted in ascending order and an integer k. Return true if k is present in the array, otherwise, false. <br/> Examples <br/>: Input: arr[] = [1, 2, 3, 4, 6], k = 6
<br/> Output: true
Exlpanation: Since, 6 is present in the array at index 4 (0-based indexing), output is true. Input: arr[] = [1, 2, 4, 5, 6], k = 3
<br/> Output: false
Exlpanation: Since, 3 is not present in the array, output is false. Input: arr[] = [2, 3, 5, 6], k = 1
<br/> Output: false <br/> Constraints:
1 <= arr.size() <= 106
1 <= k <= 106
1 <= arr[i] <= 106",https://www.geeksforgeeks.org/problems/who-will-win-1587115621/1?page=4&sortBy=submissions
Height of Binary Tree,Easy,78.58,"<br/> Examples <br/>: Input: root[] = [2, N, 1, 3 N]
 2
 \
 1
 /
 3
<br/> Output: 2
<br/> Explanation: The longest path from the root (node 2) goes through node 1 to node 3, which has 2 edges. Input: root[] = [1, 2, 3]
 1
 / \
 2 3
<br/> Output: 1
<br/> Explanation: The longest path from the root (node 1) to a leaf is either through node 2 or node 3, both with 1 edge. Input: root[] = [1]
 1
<br/> Output: 0
<br/> Explanation: The tree consists of only one node (node 1) and has no edges, so the height is 0. <br/> Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 105",https://www.geeksforgeeks.org/problems/height-of-binary-tree/1?page=5&sortBy=submissions
Add Number Linked Lists,Medium,34.52,"Given two numbers, num1, and num2, represented by linked lists. The task is to return the head of the linked list representing the sum of these two numbers. For example, the number 190 will be represented by the linked list, 1->9->0->null, similarly 25 by 2->5->null. Sum of these two numbers is 190 + 25 = 215, which will be represented by 2->1->5->null. You are required to return the head of the linked list 2->1->5->null. Note: There can be leading zeros in the input lists, but there should not be any leading zeros in the output list. <br/> Examples <br/>: Input: num1 = 45 (4->5->null), num2 = 345 (3->4->5->null)
<br/> Output: 3->9->0->null 
<br/> Explanation:
For the given two linked list (4 5) and (3 4 5), after adding the two linked list resultant linked list will be (3 9 0). Input: num1 = 0063 (0->0->6->3->null), num2 = 07 (0->7->null)
<br/> Output: 7->0->null
<br/> Explanation:
For the given two linked list (0 0 6 3) and (0 7), after adding the two linked list resultant linked list will be (7 0). Expected Time Complexity: O(n+m)
Expected Space Complexity: O(max(n,m)) for the resultant list. <br/> Constraints:",https://www.geeksforgeeks.org/problems/add-two-numbers-represented-by-linked-lists/1?page=5&sortBy=submissions
Fractional Knapsack,Medium,32.46,"Given two arrays, val[] and wt[], representing the values and weights of items, and an integer capacity representing the maximum weight a knapsack can hold, determine the maximum total value that can be achieved by putting items in the knapsack. You are allowed to break items into fractions if necessary. Examples : Input: val[] = [60, 100, 120], wt[] = [10, 20, 30], capacity = 50
<br/> Output: 240.000000
<br/> Explanation: Take the item with value 60 and weight 10, value 100 and weight 20 and split the third item with value 120 and weight 30, to fit it into weight 20. so it becomes (120/30)*20=80, so the total value becomes 60+100+80.0=240.0 Thus, total maximum value of item we can have is 240.00 from the given capacity of sack. Input: val[] = [60, 100], wt[] = [10, 20], capacity = 50
<br/> Output: 160.000000
<br/> Explanation: Take both the items completely, without breaking. Total maximum value of item we can have is 160.00 from the given capacity of sack. Input: val[] = [10, 20, 30], wt[] = [5, 10, 15], capacity = 100
<br/> Output: 60.000000
<br/> Explanation: In this case, the knapsack capacity exceeds the combined weight of all items (5 + 10 + 15 = 30). Therefore, we can take all items completely, yielding a total maximum value of 10 + 20 + 30 = 60.000000. <br/> Constraints:
1 <= val.size=wt.size <= 105
1 <= capacity <= 109
1 <= val[i], wt[i] <= 104",https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1?page=5&sortBy=submissions
The Celebrity Problem,Medium,38.33,"A celebrity is a person who is known to all but does not know anyone at a party. A party is being organized by some people.  A square matrix mat (n*n) is used to represent people at the party such that if an element of row i and column j is set to 1 it means ith person knows jth person. You need to return the index of the celebrity in the party, if the celebrity does not exist, return -1. Note: Follow 0-based indexing. <br/> Examples <br/>: Input: mat[][] = [[0 1 0], [0 0 0], [0 1 0]]
<br/> Output: 1
<br/> Explanation: 0th and 2nd person both know 1. Therefore, 1 is the celebrity. Input: mat[][] = [[0 1], [1 0]]
<br/> Output: -1
<br/> Explanation: The two people at the party both know each other. None of them is a celebrity. Input: mat[][] = [[0]]
<br/> Output: 0 <br/> Constraints:
1 <= mat.size()<= 3000
0 <= mat[i][j]<= 1",https://www.geeksforgeeks.org/problems/the-celebrity-problem/1?page=5&sortBy=submissions
Longest Common Subsequence,Medium,41.68,"<br/> Examples <br/>: Input: s1 = ""ABCDGH"", s2 = ""AEDFHR""
<br/> Output: 3
<br/> Explanation: The longest common subsequence of ""ABCDGH"" and ""AEDFHR"" is ""ADH"", which has a length of 3. Input: s1 = ""ABC"", s2 = ""AC""
<br/> Output: 2
<br/> Explanation: The longest common subsequence of ""ABC"" and ""AC"" is ""AC"", which has a length of 2. Input: s1 = ""XYZW"", s2 = ""XYWZ""
<br/> Output: 3
<br/> Explanation: The longest common subsequences of ""XYZW"" and ""XYWZ"" are ""XYZ"" and ""XYW"", both of length 3. <br/> Constraints:
1<= s1.size(), s2.size() <=103
Both strings s1 and s2 contain only uppercase English letters.",https://www.geeksforgeeks.org/problems/longest-common-subsequence-1587115620/1?page=5&sortBy=submissions
Rotate Array by One,Basic,69.6,"Given an array arr, rotate the array by one position in clock-wise direction. <br/> Examples <br/>: Input: arr = [1, 2, 3, 4, 5]
<br/> Output: [5, 1, 2, 3, 4]
<br/> Explanation: If we rotate arr by one position in clockwise 5 come to the front and remaining those are shifted to the end. Input: arr = [9, 8, 7, 6, 4, 2, 1, 3]
<br/> Output: [3, 9, 8, 7, 6, 4, 2, 1]
<br/> Explanation: After rotating clock-wise 3 comes in first position. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
1<=arr.size()<=105
0<=arr[i]<=105",https://www.geeksforgeeks.org/problems/cyclically-rotate-an-array-by-one2614/1?page=5&sortBy=submissions
Spirally traversing a matrix,Medium,35.2,"You are given a rectangular matrix, and your task is to return an array while traversing the matrix in spiral form. <br/> Examples <br/>: Input: mat[][] = [[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15,16]]
<br/> Output: [1, 2, 3, 4, 8, 12, 16, 15, 14, 13, 9, 5, 6, 7, 11, 10]
<br/> Explanation: Input: mat[][] = [[1, 2, 3, 4, 5, 6], [7, 8, 9, 10, 11, 12], [13, 14, 15, 16, 17, 18]]
<br/> Output: [1, 2, 3, 4, 5, 6, 12, 18, 17, 16, 15, 14, 13, 7, 8, 9, 10, 11]
<br/> Explanation: Applying same technique as shown above. Input: mat[][] = [[32, 44, 27, 23], [54, 28, 50, 62]]
<br/> Output: [32, 44, 27, 23, 62, 50, 28, 54]
<br/> Explanation: Applying same technique as shown above, output will be 32 44 27 23 62 50 28 54. <br/> Constraints:
1 <= mat.size(), mat[0].size() <= 1000
0 <= mat[i][j]<= 100",https://www.geeksforgeeks.org/problems/spirally-traversing-a-matrix-1587115621/1?page=5&sortBy=submissions
K-th element of two Arrays,Medium,37.4,"Given two sorted arrays arr1 and arr2 and an element k. The task is to find the element that would be at the kth position of the combined sorted array. Examples : Input: k = 5, arr1[] = [2, 3, 6, 7, 9], arr2[] = [1, 4, 8, 10]
<br/> Output: 6
<br/> Explanation: The final combined sorted array would be - 1, 2, 3, 4, 6, 7, 8, 9, 10. The 5th element of this array is 6. Input: k = 7, arr1[] = [100, 112, 256, 349, 770], arr2[] = [72, 86, 113, 119, 265, 445, 892]
<br/> Output: 256
<br/> Explanation: Combined sorted array is - 72, 86, 100, 112, 113, 119, 256, 265, 349, 445, 770, 892. 7th element of this array is 256. <br/> Constraints:
1 <= k<= arr1.size()+arr2.size()
1 <= arr1.size(), arr2.size() <= 106
0 <= arr1[i], arr2[i] < 108",https://www.geeksforgeeks.org/problems/k-th-element-of-two-sorted-array1317/1?page=5&sortBy=submissions
Subset Sum Problem,Medium,32,"Given an array of positive integers, arr[] and a value, target, determine if there is a subset of the given set with sum equal to given target.  <br/> Examples <br/>: Input: arr[] = [3, 34, 4, 12, 5, 2], target = 9
<br/> Output: true 
<br/> Explanation: Here there exists a subset with target sum = 9, 4+3+2 = 9. Input: arr[] = [3, 34, 4, 12, 5, 2, target = 30
<br/> Output: false
<br/> Explanation: There is no subset with target sum 30. Input: arr[] = [1, 2, 3], sum = 6
<br/> Output: true
<br/> Explanation: The entire array can be taken as a subset, giving 1 + 2 + 3 = 6. <br/> Constraints:
1 <= arr.size() <= 200",https://www.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1?page=5&sortBy=submissions
Max Value Permutation,Easy,18.93,"Given an array, arr of integers. Your task is to write a program to find the maximum value of ∑arr[i]*i, where i = 0, 1, 2,., n-1. You are allowed to rearrange the elements of the array.
Note: Since the output could be large, print the answer modulo 109+7. Given an array, arr of integers. Your task is to write a program to find the maximum value of ∑arr[i]*i, where i = 0, 1, 2,., n-1. You are allowed to rearrange the elements of the array.
Note: Since the output could be large, print the answer modulo 109+7. <br/> Examples <br/>: Input: arr[] = [5, 3, 2, 4, 1]
<br/> Output: 40
<br/> Explanation: If we arrange the array as [1, 2, 3, 4, 5] then we can see that the minimum index will multiply with minimum number and maximum index will multiply with maximum number. So, 1*0 + 2*1 + 3*2 + 4*3 + 5*4 = 0+2+6+12+20 = 40 mod(109+7) = 40 Input: arr[] = [1, 2, 3]
<br/> Output: 8
<br/> Explanation: If we arrange the array as [1, 2, 3], then the minimum index will multiply with the minimum number and the maximum index will multiply with the maximum number: 1*0 + 2*1 + 3*2 = 0 + 2 + 6 = 8 mod(109+7) = 8. Input: arr[] = [7, 7, 7, 7]
<br/> Output: 42
<br/> Explanation: Sorted or unsorted, each element is 7. The sum becomes: 7 ∗ 0 + 7 ∗ 1 + 7 ∗ 2 + 7 ∗ 3 = 0 + 7 + 14 + 21 = 42 <br/> Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105 <br/> Constraints:
1 ≤ arr.size ≤ 105
1 ≤ arr[i] ≤ 105",https://www.geeksforgeeks.org/problems/maximize-arrii-of-an-array0026/1?page=5&sortBy=submissions
Subarray with 0 sum,Medium,39.79,"Given an array of integers, arr[]. Find if there is a subarray (of size at least one) with 0 sum. Return true/false depending upon whether there is a subarray present with 0-sum or not.  <br/> Examples <br/>: Input: arr[] = [4, 2, -3, 1, 6]
<br/> Output: true
<br/> Explanation: 2, -3, 1 is the subarray with a sum of 0. Input: arr = [4, 2, 0, 1, 6]
<br/> Output: true
<br/> Explanation: 0 is one of the element in the array so there exist a subarray with sum 0. Input: arr = [1, 2, -1]
<br/> Output: false <br/> Constraints:
1 <= arr.size <= 104
-105 <= arr[i] <= 105",https://www.geeksforgeeks.org/problems/subarray-with-0-sum-1587115621/1?page=5&sortBy=submissions
Validate an IP Address,Medium,11.22,"You are given a string s in the form of an IPv4 Address. Your task is to validate an IPv4 Address, if it is valid return true otherwise return false. IPv4 addresses are canonically represented in dot-decimal notation, which consists of four decimal numbers, each ranging from 0 to 255, separated by dots, e.g., ""172.16.254.1"" A valid IPv4 Address is of the form x1.x2.x3.x4 where 0 <= (x1, x2, x3, x4) <= 255. Thus, we can write the generalized form of an IPv4 address as (0-255).(0-255).(0-255).(0-255) Note: Here we are considering numbers only from 0 to 255 and any additional leading zeroes will be considered invalid. Examples : Input: s = ""222.111.111.111""
<br/> Output: true
<br/> Explanation: Here, the IPv4 address is as per the criteria mentioned and also all four decimal numbers lies in the mentioned range. Input: s = ""5555..555""
<br/> Output: false
<br/> Explanation: ""5555..555"" is not a valid. IPv4 address, as the middle two portions are missing. Input: s = ""0.0.0.255""
<br/> Output: false <br/> Constraints:
1<= |s| <=15",https://www.geeksforgeeks.org/problems/validate-an-ip-address-1587115621/1?page=5&sortBy=submissions
Square Root,Easy,54.03,"Given an integer n, find the square root of n. If n is not a perfect square, then return the floor value. <br/> Examples <br/>: Input: n = 5
<br/> Output: 2
<br/> Explanation: Since, 5 is not a perfect square, floor of square_root of 5 is 2. Input: n = 4
<br/> Output: 2
<br/> Explanation: Since, 4 is a perfect square, so its square root is 2. Input: n = 1
<br/> Output: 1 <br/> Constraints:",https://www.geeksforgeeks.org/problems/square-root/1?page=5&sortBy=submissions
Linked List Insertion At End,Basic,43.96,"Examples : Input: LinkedList: 1->2->3->4->5 , x = 6
<br/> Output: 1->2->3->4->5->6
<br/> Explanation:

We can see that 6 is inserted at the end of the linkedlist. Input: LinkedList: 5->4 , x = 1 <br/> Output: 5->4->1
<br/> Explanation:

We can see that 1 is inserted at the end of the linkedlist. Expected Time Complexity: O(n)
Expected Auxiliary Space: O(1) <br/> Constraints:
0 <= number of nodes <= 105
1 <= node->data , x <= 103",https://www.geeksforgeeks.org/problems/linked-list-insertion-1587115620/1?page=5&sortBy=submissions
Stock buy and sell,Medium,29.18,"The cost of stock on each day is given in an array A[] of size N. Find all the segments of days on which you buy and sell the stock such that the sum of difference between sell and buy prices is maximized. Each segment consists of indexes of two elements, first is index of day on which you buy stock and second is index of day on which you sell stock. Note: the driver code will print 1 if your answer is correct, otherwise, it will return 0. In case there's no profit the driver code will print the string ""No Profit"" for a correct solution.

Example 1: Input:
N = 7
A[] = {100,180,260,310,40,535,695}
<br/> Output:
1
<br/> Explanation:
One possible solution is (0 3) (4 6)
We can buy stock on day 0,
and sell it on 3rd day, which will 
give us maximum profit. Now, we buy 
stock on day 4 and sell it on day 6. Example 2: Input:
N = 5
A[] = {4,2,2,2,4}
<br/> Output:
1
<br/> Explanation:
There are multiple possible solutions.
one of them is (3 4)
We can buy stock on day 3,
and sell it on 4th day, which will 
give us maximum profit. Your Task:
The task is to complete the function stockBuySell() which takes an array of A[] and N as input parameters and finds the days of buying and selling stock. The function must return a 2D list of integers containing all the buy-sell pairs i.e. the first value of the pair will represent the day on which you buy the stock and the second value represent the day on which you sell that stock. If there is No Profit, return an empty list. Expected Time Complexity: O(N)
Expected Auxiliary Space: O(N) <br/> Constraints:
2 ≤ N ≤ 106
0 ≤ A[i] ≤ 106",https://www.geeksforgeeks.org/problems/stock-buy-and-sell-1587115621/1?page=5&sortBy=submissions
Permutations of a String,Medium,34.65,"Given a string s. The task is to return a vector of string of all unique permutations of the given string, s that may contain duplicates in lexicographically sorted order.  <br/> Examples <br/>: Input: ""ABC""
<br/> Output: [""ABC"", ""ACB"", ""BAC"", ""BCA"", ""CAB"", ""CBA""]
<br/> Explanation: Given string ABC has permutations in 6 forms as ""ABC"", ""ACB"", ""BAC"", ""BCA"", ""CAB"" and ""CBA"". Input: ""ABSG""
<br/> Output: [""ABGS"", ""ABSG"", ""AGBS"", ""AGSB"", ""ASBG"", ""ASGB"", ""BAGS"", ""BASG"", ""BGAS"", ""BGSA"", ""BSAG"", ""BSGA"", ""GABS"", ""GASB"", ""GBAS"", ""GBSA"", ""GSAB"", ""GSBA"", ""SABG"", ""SAGB"", ""SBAG"", ""SBGA"", ""SGAB"", ""SGBA""]
<br/> Explanation: Given string ABSG has 24 permutations. Input: ""AAA""
<br/> Output: [""AAA""] <br/> Constraints:
1 <= s.size() <= 5",https://www.geeksforgeeks.org/problems/permutations-of-a-given-string2041/1?page=5&sortBy=submissions
Bottom View of Binary Tree,Medium,54.18,"Given a binary tree, return an array where elements represent the bottom view of the binary tree from left to right. Note: If there are multiple bottom-most nodes for a horizontal distance from the root, then the latter one in the level traversal is considered. For example, in the below diagram, 3 and 4 are both the bottommost nodes at a horizontal distance of 0, here 4 will be considered. For the above tree, the output should be 5 10 4 14 25. Examples : Input:
 1
  / \
  3 2
<br/> Output: 3 1 2
<br/> Explanation: First case represents a tree with 3 nodes and 2 edges where root is 1, left child of 1 is 3 and right child of 1 is 2.

Thus bottom view of the binary tree will be 3 1 2. Input:
 10
  / \
  20 30
  / \
  40 60
<br/> Output: 40 20 60 30 Input:
 1
  / 
  2
<br/> Output: 2 1 <br/> Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 105",https://www.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1?page=5&sortBy=submissions
Identical Trees,Easy,50.01,"Given two binary trees with their root nodes r1 and r2, return true if both of them are identical, otherwise, false. <br/> Examples <br/>: Input:
 1 1
  / \ / \
  2 3 2 3
<br/> Output: true
<br/> Explanation:
There are two trees both having 3 nodes and 2 edges, both trees are identical having the root as 1, left child of 1 is 2 and right child of 1 is 3. Input:
 1 1
  / \ / \
  2 3 3 2
<br/> Output: false
<br/> Explanation: There are two trees both having 3 nodes and 2 edges, but both trees are not identical. Input:
 1 1
  / \
  2 2
<br/> Output: false
<br/> Explanation: Although both trees have the same node values (1 and 2), they are arranged differently, making the trees non-identical. <br/> Constraints:
1 <= number of nodes <= 105
1 <= node->data <= 109",https://www.geeksforgeeks.org/problems/determine-if-two-trees-are-identical/1?page=5&sortBy=submissions
Coin Change (Count Ways),Medium,43.1,"Given an integer array coins[ ] representing different denominations of currency and an integer sum, find the number of ways you can make sum by using different combinations from coins[ ]. 
Note: Assume that you have an infinite supply of each type of coin. And you can use any coin as many times as you want.
Answers are guaranteed to fit into a 32-bit integer.  <br/> Examples <br/>: Input: coins[] = [1, 2, 3], sum = 4
<br/> Output: 4
<br/> Explanation: Four Possible ways are: [1, 1, 1, 1], [1, 1, 2], [2, 2], [1, 3]. Input: coins[] = [2, 5, 3, 6], sum = 10
<br/> Output: 5
<br/> Explanation: Five Possible ways are: [2, 2, 2, 2, 2], [2, 2, 3, 3], [2, 2, 6], [2, 3, 5] and [5, 5]. Input: coins[] = [5, 10], sum = 3
<br/> Output: 0
<br/> Explanation: Since all coin denominations are greater than sum, no combination can make the target sum. <br/> Constraints:
1 <= sum <= 1e4
1 <= coins[i] <= 1e4
1 <= coins.size() <= 1e3",https://www.geeksforgeeks.org/problems/coin-change2448/1?page=5&sortBy=submissions
